1,1,1888854,1000000000000000000000,2493654
86401,2,1434755,2100000000000000000000,1058899
172801,3,1005550,3310000000000000000000,2064449
259201,4,530356,4641000000000000000000,2594805
345601,5,296632,6105100000000000000000,2298173
432001,6,222540,7715610000000000000000,2520713
518401,7,170801,9487171000000000000000,2349912
604801,8,149189,11435888100000000000000,2499101
691201,9,1045544,13579476910000000000000,3544645
777601,10,952637,15937424601000000000000,4497282
864001,11,799568,18531167061100000000000,5296850
950401,12,679662,21384283767210000000000,5976512
1036801,13,588893,24522712143931000000000,6565405
1123201,14,518428,27974983358324100000000,7083833
1209601,15,462252,31772481694156510000000,7546085
1296001,16,1762875,35949729863572161000000,9308960
1382401,17,1656603,40544702849929377100000,10965563
1468801,18,1492590,45599173134922314810000,12458153
1555201,19,1352108,51159090448414546291000,13810261
1641601,20,1233939,57274999493256000920100,15044200
1728001,21,1133475,64002499442581601012110,16177675
1814401,22,1047117,71402749386839761113321,17224792
1900801,23,2821821,79543024325523737224653,20046613
1987201,24,2687532,88497326758076110947118,22734145
2073601,25,2495175,98347059433883722041829,25229320
2160001,26,2323640,109181765377272094246011,27552960
2246401,27,2172360,121099941914999303670612,29725320
2332801,28,2038161,134209936106499234037673,31763481
2419201,29,1918395,148630929717149157441440,33681876
2505601,29,4440592,163494022688864073185584,36233614
2592001,29,4369139,179743424957750480504142,42037508
2678401,29,4279153,197507767453525528554556,45311111
2764801,29,4181177,216927544198878081410011,48961932
2851201,29,4068095,238156198618765889551012,53326659
2937601,29,3973062,261361308480642478506113,57077181
3024001,29,3874691,286725878328706726356724,61122673
3110401,29,7892901,314449749061577398992396,68866385
3196801,30,7560185,346894723967735138891635,76426570
3283201,31,7123059,382584196364508652780798,83549629
3369601,32,6725465,421842616000959518058877,90275094
3456001,33,6366340,465026877601055469864764,96641434
3542401,34,6040679,512529565361161016851240,102682113
3628801,35,5744171,564782521897277118536364,108426284
3715201,36,11429705,622260774087004830390000,119855989
3801601,37,11033955,685486851495705313429000,130889944
3888001,38,10513082,755035536645275844771900,141403026
3974401,39,10031073,831539090309803429249090,151434099
4060801,40,9587609,915692999340783772173999,161021708
4147201,41,9178515,1008262299274862149391398,170200223
4233601,42,8800094,1110088529202348364330537,179000317
4320001,43,15865587,1222097382122583200763590,194865904
4406401,44,15383917,1345307120334841520839949,210249821
4492801,45,14770219,1480837832368325672923943,225020040
4579201,46,14195819,1629921615605158240216337,239215859
4665601,47,13660556,1793913777165674064237970,252876415
4752001,48,13160794,1974305154882241470661767,266037209
4838401,49,12693254,2172735670370465617727943,278730463
4924801,50,21323730,2391009237407512179500737,300054193
5011201,51,20747398,2631110161148263397450810,320801591
5097601,52,20030820,2895221177263089737195891,340832411
5184001,53,19354438,3185743294989398710915480,360186849
5270401,54,18718202,3505317624488338582007028,378905051
5356801,55,18118846,3856849386937172440207730,397023897
5443201,56,17553388,4243534325630889684228503,414577285
5529601,57,27914271,4668887758193978652651353,442491556
5616001,58,27233927,5136776534013376517916488,469725483
5702401,59,26404624,5651454187414714169708136,496130107
5788801,60,25616723,6217599606156185586678949,521746830
5875201,61,24870247,6840359566771804145346843,546617077
5961601,62,24162203,7525395523448984559881527,570779280
6048001,63,23489823,8278935075793883015869679,594269103
6134401,64,35744804,9107828583373271317456646,630013907
6220801,65,34951112,10019611441710598449202310,664965019
6307201,66,33999432,11022572585881658294122541,698964451
6393601,67,33090565,12125829844469824123534795,732055016
6480001,68,32224588,13339412828916806535888274,764279604
6566401,69,31398711,14674354111808487189477101,795678315
6652801,70,30610333,16142789522989335908424811,826288648
6739201,71,34707148,17758068475288269499267292,860995796
6825601,72,33924540,19534875322817096449194021,894920336
6912001,73,33109022,21489362855098806094113423,928029358
6998401,74,32327400,23639299140608686703524765,960356758
7084801,75,31578548,26004229054669555373877241,991935306
7171201,76,30860548,28605651960136510911264965,1022795854
7257601,77,30171609,31467217156150162002391461,1052967463
7344001,78,29510075,34614938871765178202630607,1082477538
7430401,79,28874408,38077432758941696022893667,1111351946
7516801,80,28263180,41886176034835865625183033,1139615126
7603201,81,27675066,46075793638319452187701336,1167290192
7689601,82,27108829,50684373002151397406471469,1194399021
7776001,83,26563319,55753810302366537147118615,1220962340
7862401,84,26037461,61330191332603190861830476,1246999801
7948801,85,25530254,67464210465863509948013523,1272530055
8035201,86,25040760,74211631512449860942814875,1297570815
8121601,87,24568102,81633794663694847037096362,1322138917
8208001,88,24111459,89798174130064331740805998,1346250376
8294401,89,23670060,98778991543070764914886597,1369920436
8380801,90,23243183,108657890697377841406375256,1393163619
8467201,90,23243183,108657890697377841406375256,1393163619
8553601,90,23243183,108657890697377841406375256,1393163619
8640001,90,23243183,108657890697377841406375256,1393163619
8726401,90,23243183,108657890697377841406375256,1393163619
8812801,90,23243183,108657890697377841406375256,1393163619
8899201,90,23243183,108657890697377841406375256,1393163619
8985601,90,23243183,108657890697377841406375256,1393163619
9072001,90,23243183,108657890697377841406375256,1393163619
9158401,90,23243183,108657890697377841406375256,1393163619
9244801,90,23243183,108657890697377841406375256,1393163619
9331201,90,23243183,108657890697377841406375256,1393163619
9417601,90,23243183,108657890697377841406375256,1393163619
9504001,90,23243183,108657890697377841406375256,1393163619
9590401,90,23243183,108657890697377841406375256,1393163619
9676801,90,23243183,108657890697377841406375256,1393163619
9763201,90,23243183,108657890697377841406375256,1393163619
9849601,90,23243183,108657890697377841406375256,1393163619
9936001,90,23243183,108657890697377841406375256,1393163619
10022401,90,23243183,108657890697377841406375256,1393163619
10108801,90,23243183,108657890697377841406375256,1393163619
10195201,90,23243183,108657890697377841406375256,1393163619
10281601,90,23243183,108657890697377841406375256,1393163619
